ActuatorForces																																																																													
version=1																																																																													
nRows=53																																																																													
nColumns=78																																																																													
inDegrees=no																																																																													
																																																																													
"This file contains either the forces, speeds, or powers developed"																																																																													
by the actuators of a model during a simulation.																																																																													
																																																																													
"An actuator force is a generalized force, meaning that it can be either a force (N) or a torque (Nm)."																																																																													
																																																																													
"An actuator speed is the rate at which an actuator shortens. Depending on the actuator,"																																																																													
a speed can be either a translational speed (m/s) or an angular speed (deg/s or rad/s).																																																																													
																																																																													
An actuator power (Watts) is the rate at which an actuator does work.  Positive power means																																																																													
that the actuator is delivering energy to the model; negative power means that the actuator																																																																													
is absorbing energy from the model.																																																																													
																																																																													
"Units are S.I. units (second, meters, Newtons, ...)"																																																																													
Angles are in degrees.																																																																													
																																																																													
endheader																																																																													
time	glut_med1_r	glut_med2_r	glut_med3_r	bifemlh_r	bifemsh_r	sar_r	add_mag2_r	tfl_r	pect_r	grac_r	glut_max1_r	glut_max2_r	glut_max3_r	iliacus_r	psoas_r	quad_fem_r	gem_r	peri_r	rect_fem_r	vas_int_r	med_gas_r	soleus_r	tib_post_r	tib_ant_r	glut_med1_l	glut_med2_l	glut_med3_l	bifemlh_l	bifemsh_l	sar_l	add_mag2_l	tfl_l	pect_l	grac_l	glut_max1_l	glut_max2_l	glut_max3_l	iliacus_l	psoas_l	quad_fem_l	gem_l	peri_l	rect_fem_l	vas_int_l	med_gas_l	soleus_l	tib_post_l	tib_ant_l	ercspn_r	ercspn_l	intobl_r	intobl_l	extobl_r	extobl_l	FX	FY	FZ	MX	MY	MZ	hip_flexion_r_reserve	hip_adduction_r_reserve	hip_rotation_r_reserve	knee_angle_r_reserve	ankle_angle_r_reserve	subtalar_angle_r_reserve	mtp_angle_r_reserve	hip_flexion_l_reserve	hip_adduction_l_reserve	hip_rotation_l_reserve	knee_angle_l_reserve	ankle_angle_l_reserve	subtalar_angle_l_reserve	mtp_angle_l_reserve	lumbar_extension_reserve	lumbar_bending_reserve	lumbar_rotation_reserve
0.83	373.7410372	188.3141747	183.3734738	324.3929995	18.1075045	4.232762979	12.07400368	11.50494398	4.7083577	2.486043709	33.92019418	60.90395676	6.927196689	33.75111644	34.36894784	1.887806612	1.647799492	42.45212314	34.99707969	955.9181224	74.61549642	282.5344838	1304.603397	294.198679	42.26629415	19.19982899	13.42508725	181.9796695	106.835587	6.043575235	70.82698175	12.39148204	9.249148974	9.459275603	10.75095309	17.36750206	10.40489579	139.3712195	144.4386603	4.531785586	1.425259211	0.915745569	108.9982984	165.3407983	7.045509561	22.46051695	71.33609197	93.77260956	399.3589913	915.8594301	10.64260302	123.8934352	9.181720496	26.88428933	-2.155780404	7.358715303	-0.748077832	-2.992806438	5.07576047	-11.90869325	-0.00333259	-0.003804324	9.49206E-06	0.001421941	4.794636462	-15.96847616	0.039005182	0.006014497	0.001643543	0.008660392	-0.012115546	0.868485672	-2.804610101	0.089519671	0.002481169	-0.001301069	0.00265541
0.833436333	374.9896383	188.6804803	182.8936734	301.2184491	18.27566652	4.233013408	12.22203163	13.03226812	4.863979565	2.518582476	33.39847355	59.23515952	6.776309762	33.79997997	34.43994192	1.978877772	1.682121351	40.46342479	34.85552063	931.3172072	87.80614768	274.8070757	1220.817669	299.5142851	50.09792783	20.74255443	14.55293177	177.6794602	107.0457372	6.004112164	86.88355466	12.00441247	9.080936089	9.520309836	10.81917819	17.45617731	16.00789612	138.7948128	143.0728691	4.569081002	1.312357376	1.040844334	108.5587767	167.2118808	8.308869202	26.34513995	72.07719026	97.78056376	394.6515161	903.3755188	11.29069491	119.5527048	9.369950247	26.74245631	-2.097027776	7.091462025	-0.83107935	-3.171872798	4.559331003	-11.6150837	-0.003059923	-0.004257247	-2.59276E-05	0.001246287	2.941356819	-14.46379257	0.038806057	0.005863276	0.001417592	0.008459083	-0.012398249	0.934585509	-2.941531418	0.08602441	0.002557597	-0.00129162	0.002773382
0.838729097	382.7684836	195.3450192	188.8628509	270.0391501	18.49248487	4.23434173	12.53954402	15.94450914	5.092125551	2.574354552	33.05027686	56.08993246	6.462473963	33.87755383	34.54760571	2.17479401	1.785411283	37.43428079	34.62958458	899.6373588	123.1528004	264.6213701	1108.230663	294.5049887	70.51774151	22.76663665	16.74388737	171.1216718	106.0504572	5.923195895	100.6574195	11.45899118	8.706699188	9.537138169	10.9217685	17.58662927	16.03097259	136.5116329	140.2268035	4.555241622	1.151600291	1.281225484	107.3907448	166.258162	10.56301985	33.67985173	74.38239627	107.7638685	382.6819786	881.4138171	12.59232879	110.3630287	9.728470773	26.46444602	-2.006534842	6.679828814	-0.958921305	-3.447677314	3.763907567	-11.16285559	-0.002639951	-0.004954856	-8.04822E-05	0.000975739	0.086868152	-12.14622422	0.038499358	0.00563036	0.001069574	0.008149019	-0.012833679	1.03639488	-3.152422607	0.080640882	0.002675314	-0.001277066	0.002955085
0.8430997	387.0536205	199.3668692	190.3727347	247.6197996	18.72288164	4.240710298	12.74320735	18.21900719	5.269594707	2.623946501	32.68338826	53.40023369	6.139584071	33.97329252	34.66883804	2.31522121	1.880546868	34.92369853	36.57590035	875.2879114	160.650698	252.0790899	1027.867952	293.5694605	89.44168211	23.74054688	19.02989459	165.8875988	105.7401066	5.965837078	113.5683925	11.04755081	8.604469978	9.584037073	10.99891958	17.68669216	16.05463271	137.258502	140.4353679	4.632694002	1.04890482	1.524107997	105.9768042	167.1920482	12.78442661	41.33457446	77.16761742	117.1393971	373.3828462	868.2503777	13.63825836	103.059769	9.966113356	26.15255307	-1.776397271	6.246330577	-1.213782225	-3.665879118	3.074085946	-10.48036235	-0.002602103	-0.005493877	5.21154E-05	0.001115793	-0.546051849	-10.54726393	0.038384519	0.005842528	0.001290843	0.007936281	-0.012426296	1.125784949	-3.401846127	0.076347041	0.002701361	-0.00136659	0.00284467
0.849102212	388.918513	202.0327712	185.0361661	220.7360651	18.95998513	4.241935996	13.16784625	20.87149159	5.497591791	2.698452112	32.03748002	50.28802305	5.734571967	34.07207545	34.80945028	2.589079327	2.026137712	31.4175924	42.52789355	852.8493328	239.4957272	240.581425	932.5872707	284.0351209	96.88717799	24.75580111	23.42389026	159.0984886	106.4572017	6.148592939	125.454946	10.54674541	8.57083278	9.689902938	11.11928857	17.83328026	16.16937888	144.6568786	148.3501931	4.742657371	0.949217321	1.965694155	103.3124819	169.6978596	16.43207766	54.69959987	82.1114749	135.359629	361.9328126	848.1476973	15.20974348	93.84346371	10.34336498	25.61895139	-1.372818295	5.598274219	-1.647870614	-3.96017675	2.108122431	-9.369007871	-0.002724096	-0.0062133	0.000334256	0.001512809	-0.444382611	-8.528551299	0.038304746	0.006361692	0.001881151	0.007668495	-0.011434936	1.251546908	-3.786788064	0.070535382	0.002697063	-0.001546719	0.002546364
0.854220619	389.414584	206.826682	182.4761456	201.6658977	19.13355635	4.23562154	13.65086516	23.4303873	5.626577495	2.767394705	31.84879298	49.04705424	5.519083316	34.09439828	34.86706584	2.887605763	2.193497461	28.60891371	51.22573477	831.3144535	309.7054671	228.1072354	858.9244014	276.4412786	98.58366605	25.44631501	25.89571528	153.8604237	106.2561222	6.246470846	132.5643936	10.16351065	8.572122427	9.673229791	11.2340118	17.97235297	16.3810683	150.5030337	154.9332659	4.795925634	0.910163429	2.456152645	100.4075809	171.3866194	20.06819126	69.17500552	87.20447867	154.4228709	349.1483665	827.9612515	17.04507958	87.65924911	10.79498563	25.28887918	-1.162997838	5.202334392	-1.752142366	-4.609579034	1.164860411	-8.231031705	-0.002740139	-0.006732463	0.000693001	0.001401697	0.27363697	-7.196859728	0.03838099	0.006059173	0.001945599	0.008280056	-0.010891955	1.399013782	-4.244724672	0.065935406	0.002420296	-0.001590551	0.002539949
0.860221573	397.9272289	213.4966536	181.7501239	183.0324824	19.27698485	4.227171999	14.34771173	26.99743882	5.77934773	2.852957083	31.88745084	48.89245361	5.353196142	34.12539544	34.93611802	3.378362929	2.467941984	25.72226415	67.92090111	798.3217749	373.2805204	214.702904	782.9177004	268.8737793	102.5507403	26.09324849	27.23845318	148.0703851	105.0909852	6.361611362	136.0699635	9.777927232	8.46143132	9.505186778	11.36623328	18.12762415	16.5577447	156.1641497	160.0209155	4.776326706	0.897132176	3.194811794	97.56637584	172.7101755	25.0172966	90.02417331	94.21981336	182.8985134	335.9722475	803.1121787	20.02884994	81.85170264	11.41187664	24.81904233	-0.945717584	4.780834625	-1.797646535	-5.482763792	0.030525874	-6.848109632	-0.002724818	-0.007311577	0.001156063	0.001174545	1.235387384	-5.748423171	0.038510396	0.005543412	0.001921631	0.009140509	-0.010337449	1.580146967	-4.808922384	0.06065958	0.002018408	-0.001623624	0.00253836
0.868057691	401.8548236	219.5372345	183.4274424	162.7133165	19.45779264	4.219849682	15.32595171	30.60245386	5.953597994	2.97112778	31.60220464	46.37582531	5.141347652	34.17184804	35.03663533	4.259405599	3.001638035	22.69053081	86.69073628	742.3740189	442.7300936	202.87002	699.8871021	252.9041896	97.36344306	26.70217877	28.26972568	141.0933282	102.031706	6.535360748	136.1338228	9.37746309	8.479311782	9.213047971	11.53377242	18.3243514	16.41219264	166.4548288	170.5846258	4.758309615	1.021686472	4.530914408	94.48568544	173.2060275	32.74148312	104.584737	104.518919	208.468899	316.9677722	773.3128071	22.74851146	72.53372902	12.21785591	23.94481811	-0.499233664	4.354397246	-1.501536295	-7.046606926	-1.40330178	-4.999138194	-0.002289684	-0.007861677	0.002203222	0.001397659	1.213241557	-4.391402504	0.038816909	0.005713641	0.002228637	0.008015392	-0.009841285	1.755586554	-5.373875591	0.054744471	0.00117727	-0.001975362	0.000632132
0.875365463	399.8307194	222.5651184	181.8413954	147.4090427	19.58453225	4.205793	16.35788335	31.2042802	6.082109146	3.083969193	32.17229825	47.10940325	5.005330323	34.79537245	35.09045727	5.342556646	3.736046431	20.53433608	97.72638596	680.7717607	479.9484268	190.4921686	635.1140986	245.6090327	92.00292842	27.16330271	28.97140646	135.3048783	96.90204539	6.939780692	137.3768255	9.081609759	8.851521756	8.816572235	11.69898409	18.51963999	16.56316947	175.6501704	182.305981	7.546252834	1.254067014	6.323814489	91.71419395	172.2786238	41.93013542	107.1225483	114.8030906	220.8604132	303.650512	746.7143197	23.84405274	65.23287417	13.02868169	25.84763576	-0.078367412	3.943753105	-1.567505085	-7.92464435	-2.567392155	-3.695591604	-0.002722652	-0.008147327	0.002882477	0.001201845	0.482387335	-3.3088311	0.039215561	0.006307172	0.002439327	0.004061357	-0.007380926	1.881103283	-5.790954068	0.049902821	0.000919403	-0.002051942	-0.000115199
0.882989464	395.1729679	223.7969495	175.8589101	134.9253937	19.66399901	4.188753718	17.64544542	29.89297595	6.204280077	3.242074743	33.27711012	50.72631465	4.922121643	35.57979017	35.13637407	7.053204479	4.563797921	18.6619829	103.7539231	616.7755042	518.4519755	183.0138639	577.2134574	227.8034434	86.95921743	27.55528516	29.53406522	129.8577532	89.85029435	7.490545612	134.8152688	8.857414058	9.030964781	8.283587177	11.87127379	18.72172098	16.42820899	184.1306375	194.0591459	11.35326318	1.582517025	9.131492291	89.08055923	169.3823533	53.24417159	108.867829	125.5720981	231.9724279	295.2275529	719.1911213	24.60076856	59.37828625	13.98914779	29.00155034	0.280154977	3.465415986	-1.551952562	-8.557576342	-3.576631982	-2.768351848	-0.003262824	-0.008375133	0.003567809	0.000996235	-0.125350404	-2.309099569	0.039674409	0.00711047	0.002667805	0.000476304	-0.005313423	1.980550947	-6.135064292	0.045508488	0.000936416	-0.002011634	-0.000384002
0.89017954	392.3653426	227.8863142	174.5069973	128.4386487	19.72474171	4.171603754	18.87187893	29.65881341	6.290137611	3.420883002	33.7826731	50.58376527	4.872894087	36.31730748	35.15346672	8.90071893	4.891243469	17.31113413	103.5440101	577.5540198	579.2586514	174.8636685	529.8218532	211.5998366	82.56393781	27.84000498	30.01411318	125.3082423	84.41466003	8.048931968	127.7256013	8.698264825	8.96708331	7.86795155	12.03093864	18.91265578	16.37428895	191.4032388	202.4160004	16.08726917	2.004771909	11.38569472	86.94141987	164.4264193	59.1051104	110.1879498	133.6592936	242.747806	283.4257187	697.8932491	25.0894904	54.65587127	14.86509861	29.8117832	0.497550959	2.936403999	-1.235421158	-9.028436679	-4.305610894	-2.303456378	-0.003435999	-0.008616243	0.004334585	0.001020461	-0.079834822	-1.450232936	0.0401056	0.007881409	0.002928515	-0.000518398	-0.005202743	2.047829974	-6.382538036	0.041971807	0.001083441	-0.00193714	-0.000463162
0.898041957	381.3943869	225.9644108	166.325497	129.6869664	19.76123619	4.15312641	20.20326891	29.70657523	6.376792327	3.576943961	32.94254807	49.30738954	4.818348964	37.15192493	35.17361977	9.627719853	5.039151357	16.22370881	98.4313377	522.464353	601.9327554	195.2508312	485.0203296	203.0621959	78.18120004	28.07169959	36.68232994	120.8293339	79.62845417	8.943281804	115.0579769	8.568355159	8.545482219	7.536204868	12.19318468	19.10351996	16.29810287	192.7600252	205.1737197	23.11336163	2.931620166	11.77391262	85.98219173	155.6580958	61.14294284	111.7538957	139.2102526	241.9383296	269.5213574	679.5679911	25.50766991	50.6379237	15.67002839	29.77500811	0.715358962	1.842771237	-1.33349771	-8.151392129	-4.320080866	-2.189928947	-0.003520459	-0.009023949	0.004762215	0.000921181	-0.018566436	-0.313690603	0.040489887	0.008053838	0.002821217	-0.001916098	-0.005340827	2.057893383	-6.45677761	0.038947327	0.001394694	-0.001873644	-0.000704867
0.903315996	371.2204562	223.8863971	160.6815684	133.1610279	24.24212564	4.394765981	21.15760883	30.46412966	6.427631413	3.65338676	31.87070101	47.68002108	4.801187638	37.719407	35.17953525	9.914210829	5.110283556	15.78165078	94.07949431	482.1297179	601.6211491	232.691062	475.7833971	185.6170143	75.4937435	28.20604504	36.91860208	118.1147928	77.1706019	9.234186071	106.9177907	8.538880873	8.547167636	7.494719442	12.29546071	19.22197314	16.24037291	192.0378254	204.7039805	26.21395831	3.657230485	11.96475689	87.8325636	147.0300047	61.70666163	112.2810734	141.7414992	239.8029208	260.5392179	668.0661075	25.75051893	48.40709198	16.13802152	29.18498809	0.814658182	1.075402062	-1.233409651	-7.535799026	-4.194546719	-2.375087889	-0.003203987	-0.00934663	0.004835103	-2.27635E-05	-0.002264319	-0.019954187	0.040636426	0.007955736	0.002704059	-0.002617721	-0.005046915	2.057091482	-6.482270309	0.037351515	0.001536033	-0.001845281	-0.000175133
0.90965462	363.1683914	224.1226148	160.1168006	138.3632921	34.22904769	4.65046431	22.09708955	32.70547189	6.46884519	3.724886641	30.27316379	43.79972782	4.782642034	38.39890083	35.16977559	10.13119513	5.172377918	15.96277928	88.64809526	430.2329801	595.502818	290.2036415	496.2760778	172.3740086	72.42017576	28.32399707	36.84110303	115.2171846	76.09359236	9.351010049	100.6839407	8.568401441	8.757093799	7.752798033	12.4148064	19.36478122	16.188798	190.9889611	203.1557144	29.36123926	4.686726589	12.18282977	92.7662786	133.1682097	62.21851546	112.7454212	144.2225952	243.641212	248.6234386	656.152286	25.95555443	47.02300379	16.57221886	28.04509547	0.900785359	0.129170725	-0.995399649	-6.776586576	-3.947696184	-2.783068669	-0.002558836	-0.009769356	0.004770861	-0.00177988	-0.000268793	0.000487438	0.040733602	0.007686129	0.002531187	-0.003293526	-0.004419361	2.050767998	-6.495659046	0.035740861	0.001658036	-0.001821291	0.00095253
0.914693249	354.3727592	221.2002428	160.4928497	142.5728685	55.11354289	5.547751163	22.910143	34.04821208	6.507378968	3.780060442	28.54184235	40.43021126	4.758427362	38.94247161	35.15424898	10.26651017	5.202785019	16.20671267	84.29695121	391.1443694	569.8210203	316.8127414	513.0331432	174.8167737	70.17409889	28.41833432	39.1471744	113.1225891	76.08269405	10.78661774	94.65402455	8.920863589	8.277745368	7.740618698	12.51215271	19.48061195	16.14616576	185.5446946	198.0775414	29.31619305	5.434021054	15.11280439	99.87715675	119.685909	62.83014761	113.3260711	145.8610148	244.039465	241.4458241	644.0448107	26.12714454	46.57599981	16.90629293	26.97114068	1.010852874	-0.696098503	-1.704560109	-5.470332224	-3.607181253	-3.071137926	-0.00201941	-0.009972374	0.004499824	-0.002909256	-0.010844329	-0.204479638	0.04064961	0.007633755	0.001252286	-0.003955182	-0.004622535	2.045725122	-6.503861029	0.034846813	0.001727925	-0.001803288	0.001203126
0.920021139	340.8023324	215.6857293	160.4313298	146.5461641	82.03181526	6.031011707	24.07307624	34.37370225	6.546531309	3.824949837	26.33097399	37.04577113	4.773973238	39.49722299	35.10945475	10.39349688	5.227769212	16.29210049	80.12742507	358.3841814	550.8282555	352.9599758	525.1605019	163.040404	67.99217286	28.51128212	39.52981011	111.1084488	75.71868421	12.0300879	86.42089091	9.488193878	7.549991567	7.552234236	12.61505084	19.60230373	16.10080948	174.958751	187.9191932	27.41369457	6.081377681	17.14745743	107.9998074	107.6216419	63.3395016	113.6305297	147.3421061	240.2177968	235.2915253	628.7313059	26.32826017	46.12888301	17.42115253	25.69858449	1.12888846	-1.572540075	-2.5165581	-4.043042659	-3.236654273	-3.373102875	-0.001443141	-0.010181949	0.004193831	-0.004081238	-0.023032344	-0.439483813	0.040547006	0.007590084	-0.000192361	-0.004653917	-0.00489232	2.040397204	-6.512345228	0.033934034	0.001799545	-0.001783996	0.001417989
0.924561672	340.5445973	222.5664164	169.9365766	147.9831387	99.08346913	9.729677391	24.92400209	37.27166191	6.562581631	3.846835072	24.59012696	34.47655988	4.768080007	49.81847438	43.75309253	10.46471565	5.244925258	17.70119434	76.92065791	335.0344398	556.6479773	393.8935897	531.9290132	144.8025527	67.59962039	30.13787636	39.40605971	109.5652259	75.92981401	13.13317576	79.52444223	12.37845542	7.056593785	7.414934142	12.69163802	19.6955001	16.0790369	165.5350257	178.3757216	25.96504019	6.541540703	22.44378584	112.0114208	99.1772235	63.54311305	113.4556407	148.4300267	239.174856	231.4578139	618.6835928	26.41878609	45.94354354	17.80359568	24.70028828	0.889699967	-1.914335397	-1.544012791	-4.675081472	-3.084447361	-3.668511337	-0.000138075	-0.011484062	0.003445751	-0.004775378	-0.046036741	-0.865716449	0.040193577	0.007362214	-0.002172465	-0.002983715	-0.005190628	2.037082573	-6.519850907	0.033698773	0.001823629	-0.001695258	0.001629499
0.93	353.5785113	237.0266852	187.2268797	146.576769	110.1199925	12.5159413	25.44374807	43.7208225	6.574276021	3.863369677	22.79681985	31.75329935	4.698574681	56.67210647	52.17271697	10.52551462	5.260000567	21.16155281	73.15116095	307.4909947	552.3351843	408.8848582	534.4722957	140.6055672	67.23620163	30.94507265	39.04921876	107.8828523	76.85128418	14.0057848	73.68657749	18.03455103	6.612561757	7.360764294	12.76970787	19.79026989	16.06006585	155.1644109	167.4777461	24.87247786	7.017230341	26.96928841	113.5343169	90.55351665	63.79460515	113.1514817	149.4898013	241.561552	227.0559669	611.6614721	26.45901165	46.35193924	17.9780473	23.79649363	0.603216919	-2.323713643	-0.37916685	-5.432092829	-2.902144694	-4.022330686	0.00142504	-0.013043641	0.002549754	-0.005606769	-0.073589779	-1.376227735	0.039770265	0.007089287	-0.004544093	-0.000983265	-0.005547919	2.033112542	-6.528840679	0.033416994	0.001852475	-0.001588973	0.001882831
0.936529169	349.9316467	235.3346131	190.5775428	141.443195	131.3194246	12.49001571	26.15316665	50.66844883	6.6153175	3.886268206	21.26185267	28.62677392	4.58562245	64.94219922	62.38457455	11.33414223	5.276548968	24.80597718	69.17170376	279.0252127	554.7032397	414.7093111	536.6586587	137.2892747	69.84107144	39.16253823	60.25271084	105.9243551	76.84057246	14.00127814	68.11949145	24.00159301	6.169922448	7.411318426	12.84107202	19.8592104	15.97222814	148.7970417	160.5171285	23.11005075	7.508792298	34.28009104	114.3147975	81.26957414	64.35577188	113.0687173	150.4121236	240.386499	229.9007647	604.6845128	26.55915941	46.53594008	17.97037552	22.46600011	0.664019234	-3.378936221	-1.068913584	-3.994880981	-1.910962041	-3.300550287	0.001478342	-0.012519254	0.002288976	-0.006761802	-0.073560521	-1.383840149	0.039132915	0.006978786	-0.004591118	-0.001494508	-0.004861365	2.02880821	-6.538489681	0.033580477	0.001763289	-0.001475584	0.001752259
0.942257082	338.8445901	231.4688919	188.5948999	134.894602	142.7082842	12.34256721	26.77789854	54.48813933	6.62691894	3.887755399	20.50300781	26.29042572	4.514146455	71.05135034	70.29302913	11.54106268	5.280261772	26.68347129	66.3652496	260.1448855	586.8775343	445.3057832	538.9761493	119.6871151	73.1179166	45.21174043	71.98267353	104.4528774	75.98006894	13.80084534	64.61907502	27.05303979	5.886675745	7.483407644	12.89077442	19.90948531	15.92653012	146.9415885	159.026968	21.44183597	7.679862658	37.36095525	113.6602488	73.81272817	64.66310836	112.4236065	150.9424224	236.77352	234.3707037	599.4823235	26.6008932	46.62844932	17.816975	21.38130492	0.665810746	-4.224647457	-1.158844991	-3.060013318	-0.991445919	-2.760333974	0.001566958	-0.012367498	0.002045896	-0.006588674	-0.069197467	-1.298991229	0.038567555	0.006767003	-0.004629903	-0.001833403	-0.004375984	2.024816815	-6.544206069	0.033992675	0.001733223	-0.001394015	0.001669656
0.950178459	353.5347003	241.8698783	197.4973951	125.2021348	130.0192495	12.56369641	26.85395775	57.77115787	6.616202832	3.869083547	20.21543897	23.68594546	4.369395685	80.8697384	89.10313907	11.41535728	5.252656382	27.92178192	63.05847047	235.4031335	645.389118	420.5948937	527.8752854	115.0245907	78.64852069	52.59294425	84.11725311	102.7738163	73.68564984	13.54609563	63.18169985	28.54505032	5.640356366	7.591170825	12.93978514	19.96661574	15.92342501	146.0547364	156.8266356	20.32970672	7.593547288	39.27653031	109.392142	64.44217658	64.90937302	110.6801375	151.1695483	238.1669874	242.4532834	593.3105938	26.51256811	48.63126709	17.3594558	20.73711015	0.562087263	-5.230201056	-0.227702925	-2.422511979	0.386122504	-2.19710679	0.001769956	-0.012786824	0.00167611	-0.003880362	-0.05331164	-0.976280404	0.037773813	0.006242663	-0.004683082	-0.00207329	-0.003961184	2.018856212	-6.546206558	0.035150381	0.001794129	-0.001318757	0.001624392
0.96	346.7058367	232.9179093	191.9451864	112.4821775	112.2545415	11.85379801	27.15282716	56.84054473	6.634582605	3.853132632	19.19912844	20.70547923	4.165248776	79.65382662	88.82500402	11.38554941	5.208339285	27.43374496	69.11551189	211.4024575	779.2506569	394.891279	503.1208457	104.1411774	85.43529903	68.10341861	111.2019945	100.8769005	74.60603079	13.89789572	61.96994926	27.84217794	5.436977382	7.531969447	12.9421951	19.93842152	15.81448367	148.8679717	159.4955248	18.40598356	7.052599364	44.84688463	109.5739917	53.2527523	65.62330726	108.9279678	150.668806	234.2274786	262.2325762	594.5680717	26.39155432	50.27566668	16.82585149	19.76664979	0.617709557	-6.807510125	-1.228236073	0.403960417	2.075875372	-0.751660145	0.001560952	-0.011886576	0.001045483	-0.003436624	0.000167594	0.000845468	0.036862741	0.006279364	-0.005006772	-0.002602587	-0.003867235	2.012386242	-6.545462159	0.037450271	0.001871562	-0.001197135	0.001624071
0.969341129	349.0079963	237.120556	201.1998821	100.973998	98.39036541	11.86821566	26.73816722	51.87705069	6.609509788	3.806167351	19.19827143	18.52695632	3.972799742	78.06885822	85.19694471	11.1512368	5.150139584	26.27682315	76.275406	191.9356512	895.8313818	360.0526203	491.5536971	131.0678321	91.2461094	82.90856077	139.9135459	99.47733183	74.65028086	14.10178516	63.55581549	25.7359672	5.423707842	7.439617366	12.88231915	19.84195016	15.75232599	154.7321655	166.4274301	16.80865769	6.075100752	47.11294423	108.6709619	43.0275668	65.99699967	105.2486882	149.489945	233.8333332	281.7547254	597.2067842	26.10016259	52.21121264	16.09973564	19.34303847	0.339365268	-7.689558229	-0.912823965	1.844244059	3.006243102	-0.332245408	0.001998223	-0.01180882	0.000508928	-0.003573739	-9.34655E-05	0.001615028	0.036360487	0.006512195	-0.005153198	-0.002372603	-0.003617362	2.004385366	-6.531987205	0.040709244	0.001876967	-0.001629015	0.002155912
0.977240749	347.6016473	232.9653813	198.2920246	91.85312352	88.57393383	11.20308416	26.40805639	47.50687434	6.60232625	3.771213055	22.61948106	20.39356898	3.777146538	75.78788872	81.12714213	10.95606347	5.055810416	24.837719	80.74006954	178.450716	1026.250993	357.6937249	487.0542506	148.3014078	92.5807174	93.47648789	163.3458947	98.43895399	74.10584958	14.79415047	66.36445942	23.55092342	5.500491937	7.315043622	12.76017783	19.65461319	15.63484632	161.6320696	173.5764369	15.20053788	4.960224091	48.12852022	108.116709	34.50083442	66.73655959	102.7672979	148.1437881	231.4459529	306.2275497	601.7059935	25.71395962	53.17184996	15.45649378	19.0079191	0.245310266	-8.545564863	-1.191255601	3.601595557	3.631855725	0.202465845	0.000499023	-0.010467022	0.000623181	-0.004032936	-0.00022428	0.001745448	0.036200668	0.006712272	-0.005660633	-0.002838477	-0.003303327	1.983008629	-6.511417793	0.043803539	0.002159875	-0.001299597	0.002148372
